Food_ID,Commodity,Category,Moisture_pct,Fat_pct,Protein_pct,pH,Respiration_Rate,Shelf_Life_Days,Storage_Temperature_C,Relative_Humidity_pct,Storage_Type,Transportation,Recommended_Packaging,Film_Thickness_um,OTR_Class,WVTR_Class,MAP_Suitable
F00351,Bread,Bakery,38.4,4.25,8.53,5.57,Very_Low,7,25.2,56,Ambient,Long_Distance,LDPE_Bag,49,Medium,Medium,No
F00352,Mango,Fresh Produce,84.05,0.35,0.69,4.03,High,22,10.2,82,Chilled,Refrigerated,Breathable_PE,41,High,High,Yes
F00353,Carrot,Fresh Produce,85.17,0.06,0.84,6.12,High,28,3.6,81,Chilled,Refrigerated,Micro_Perforated_PE,43,High,High,Yes
F00354,Onion,Vegetable,89.51,0.0,1.18,5.58,Low,115,19.7,58,Ambient,Long_Distance,Breathable_PP,46,High,Medium,Yes
F00355,Rice,Grain,11.99,0.65,6.76,6.46,Very_Low,368,25.0,73,Ambient,Normal,HDPE,82,Low,Low,No
F00356,Wheat Flour,Grain,11.78,1.42,13.6,6.11,Very_Low,181,24.9,50,Ambient,Normal,HDPE,83,Low,Low,No
F00357,Ground Coffee,Beverage,3.35,14.85,14.18,5.14,Very_Low,340,24.6,57,Ambient,Normal,High_Barrier_Laminate,86,Very_Low,Very_Low,No
F00358,Butter,Dairy,16.93,85.75,0.91,6.12,Very_Low,123,3.1,81,Chilled,Normal,Aluminum_Foil_Laminate,87,Very_Low,Very_Low,No
F00359,Yogurt,Dairy,85.82,3.03,3.89,4.27,Very_Low,27,3.7,75,Chilled,Long_Distance,PP_Cup_Foil_Lid,45,Medium,Low,Yes
F00360,Fish,Seafood,75.38,5.24,19.56,6.42,Very_Low,6,2.3,86,Chilled,Long_Distance,PA_PE_Vacuum,89,Low,Very_Low,Yes
F00361,Potato Chips,Snacks,2.08,29.67,5.49,6.2,Very_Low,183,24.2,63,Ambient,Long_Distance,Metallized_PET_PE,79,Low,Very_Low,Yes
F00362,Milk Powder,Dairy,3.93,25.93,27.18,6.52,Very_Low,389,24.4,70,Ambient,Normal,Aluminum_Laminate,98,Very_Low,Very_Low,No
F00363,Tomato,Fresh Produce,98.53,0.18,0.67,4.14,High,13,4.7,84,Chilled,Refrigerated,Micro_Perforated_PE,26,High,High,Yes
F00364,Apple,Fresh Produce,83.5,0.17,0.27,3.35,High,61,5.1,83,Chilled,Refrigerated,Micro_Perforated_PE,36,High,High,Yes
F00365,Biscuits,Bakery,3.86,17.49,6.99,6.99,Very_Low,170,24.6,52,Ambient,Normal,BOPP_PE,55,Low,Low,No
F00366,Fresh Chicken,Meat,70.93,7.97,23.06,5.74,Very_Low,5,4.0,83,Chilled,Refrigerated,PA_PE_Vacuum,90,Low,Very_Low,Yes
F00367,Frozen Peas,Frozen Vegetable,78.82,0.4,5.12,6.38,Low,366,-17.6,92,Frozen,Normal,PE_Film,65,Medium,Low,Yes
F00368,Coffee Powder,Beverage,2.83,15.17,13.41,5.01,Very_Low,362,24.6,56,Ambient,Normal,Metallized_PET_PE,77,Very_Low,Very_Low,No
F00369,Peanuts,Nuts,6.19,48.19,23.51,6.43,Very_Low,186,24.6,59,Ambient,Normal,Metallized_PET_PE,77,Very_Low,Very_Low,No
F00370,Cheese,Dairy,36.89,34.75,25.38,5.42,Very_Low,58,3.7,89,Chilled,Normal,PA_PE_Vacuum,89,Low,Very_Low,Yes
F00371,Bread,Bakery,37.56,3.92,8.69,5.29,Very_Low,7,25.1,59,Ambient,Normal,LDPE_Bag,48,Medium,Medium,No
F00372,Mango,Fresh Produce,82.69,0.47,0.67,3.87,High,22,10.2,81,Chilled,Long_Distance,Breathable_PE,42,High,High,Yes
F00373,Carrot,Fresh Produce,85.57,0.17,0.82,6.16,High,28,5.4,92,Chilled,Normal,Micro_Perforated_PE,49,High,High,Yes
F00374,Onion,Vegetable,88.18,0.25,1.31,5.39,Low,120,21.1,59,Ambient,Normal,Breathable_PP,50,High,Medium,Yes
F00375,Rice,Grain,12.28,0.75,7.31,6.54,Very_Low,377,24.6,64,Ambient,Long_Distance,HDPE,78,Low,Low,No
F00376,Wheat Flour,Grain,11.96,1.47,13.27,6.09,Very_Low,190,24.4,49,Ambient,Long_Distance,HDPE,84,Low,Low,No
F00377,Ground Coffee,Beverage,3.09,14.56,13.64,5.15,Very_Low,379,25.0,56,Ambient,Normal,High_Barrier_Laminate,80,Very_Low,Very_Low,No
F00378,Butter,Dairy,16.48,82.16,0.99,6.35,Very_Low,124,4.6,84,Chilled,Long_Distance,Aluminum_Foil_Laminate,99,Very_Low,Very_Low,No
F00379,Yogurt,Dairy,87.48,3.01,4.19,4.63,Very_Low,29,4.0,86,Chilled,Long_Distance,PP_Cup_Foil_Lid,46,Medium,Low,Yes
F00380,Fish,Seafood,75.71,5.05,20.08,6.18,Very_Low,3,2.4,87,Chilled,Long_Distance,PA_PE_Vacuum,96,Low,Very_Low,Yes
F00381,Potato Chips,Snacks,1.74,29.36,6.21,6.37,Very_Low,178,25.0,52,Ambient,Normal,Metallized_PET_PE,86,Low,Very_Low,Yes
F00382,Milk Powder,Dairy,4.06,25.81,25.94,6.7,Very_Low,328,25.0,62,Ambient,Long_Distance,Aluminum_Laminate,104,Very_Low,Very_Low,No
F00383,Tomato,Fresh Produce,94.1,0.23,0.77,4.21,High,14,4.8,89,Chilled,Long_Distance,Micro_Perforated_PE,54,High,High,Yes
F00384,Apple,Fresh Produce,85.05,0.32,0.25,3.34,High,57,5.0,84,Chilled,Long_Distance,Micro_Perforated_PE,42,High,High,Yes
F00385,Biscuits,Bakery,4.38,18.18,6.75,6.87,Very_Low,195,24.5,50,Ambient,Normal,BOPP_PE,66,Low,Low,No
F00386,Fresh Chicken,Meat,74.43,7.82,22.46,5.84,Very_Low,3,4.2,82,Chilled,Refrigerated,PA_PE_Vacuum,97,Low,Very_Low,Yes
F00387,Frozen Peas,Frozen Vegetable,80.47,0.54,5.33,5.99,Low,384,-17.7,82,Frozen,Long_Distance,PE_Film,69,Medium,Low,Yes
F00388,Coffee Powder,Beverage,2.46,15.09,13.56,4.88,Very_Low,377,25.6,53,Ambient,Normal,Metallized_PET_PE,80,Very_Low,Very_Low,No
F00389,Peanuts,Nuts,6.33,49.7,25.0,6.43,Very_Low,170,25.4,67,Ambient,Normal,Metallized_PET_PE,72,Very_Low,Very_Low,No
F00390,Cheese,Dairy,37.04,33.41,24.48,5.34,Very_Low,60,4.3,87,Chilled,Normal,PA_PE_Vacuum,91,Low,Very_Low,Yes
F00391,Bread,Bakery,38.73,4.12,9.33,5.36,Very_Low,8,24.7,41,Ambient,Long_Distance,LDPE_Bag,44,Medium,Medium,No
F00392,Mango,Fresh Produce,87.01,0.42,0.88,3.79,High,22,9.7,78,Chilled,Long_Distance,Breathable_PE,40,High,High,Yes
F00393,Carrot,Fresh Produce,89.01,0.1,0.78,5.8,High,27,4.3,79,Chilled,Long_Distance,Micro_Perforated_PE,50,High,High,Yes
F00394,Onion,Vegetable,89.38,0.15,1.34,5.43,Low,109,20.7,53,Ambient,Normal,Breathable_PP,48,High,Medium,Yes
F00395,Rice,Grain,11.94,0.71,7.32,6.61,Very_Low,351,24.9,57,Ambient,Long_Distance,HDPE,77,Low,Low,No
F00396,Wheat Flour,Grain,11.76,1.51,13.34,6.12,Very_Low,166,24.6,59,Ambient,Normal,HDPE,80,Low,Low,No
F00397,Ground Coffee,Beverage,3.41,14.31,13.16,5.03,Very_Low,370,23.3,55,Ambient,Long_Distance,High_Barrier_Laminate,85,Very_Low,Very_Low,No
F00398,Butter,Dairy,16.44,82.05,0.93,6.31,Very_Low,123,3.6,84,Chilled,Normal,Aluminum_Foil_Laminate,88,Very_Low,Very_Low,No
F00399,Yogurt,Dairy,87.87,2.95,3.81,4.54,Very_Low,31,3.3,94,Chilled,Refrigerated,PP_Cup_Foil_Lid,42,Medium,Low,Yes
F00400,Fish,Seafood,73.97,4.98,20.5,6.22,Very_Low,4,1.7,80,Chilled,Long_Distance,PA_PE_Vacuum,90,Low,Very_Low,Yes
F00401,Potato Chips,Snacks,1.59,29.76,6.0,5.99,Very_Low,179,25.4,57,Ambient,Normal,Metallized_PET_PE,80,Low,Very_Low,Yes
F00402,Milk Powder,Dairy,4.02,26.45,24.95,6.66,Very_Low,385,26.0,71,Ambient,Long_Distance,Aluminum_Laminate,103,Very_Low,Very_Low,No
F00403,Tomato,Fresh Produce,95.37,0.32,1.04,4.13,High,13,5.4,71,Chilled,Long_Distance,Micro_Perforated_PE,47,High,High,Yes
F00404,Apple,Fresh Produce,79.7,0.41,0.41,3.45,High,60,4.4,95,Chilled,Normal,Micro_Perforated_PE,49,High,High,Yes
F00405,Biscuits,Bakery,4.16,18.04,7.44,7.07,Very_Low,176,25.4,46,Ambient,Normal,BOPP_PE,61,Low,Low,No
F00406,Fresh Chicken,Meat,72.29,7.91,23.67,5.66,Very_Low,6,3.6,95,Chilled,Normal,PA_PE_Vacuum,85,Low,Very_Low,Yes
F00407,Frozen Peas,Frozen Vegetable,80.04,0.41,5.4,6.08,Low,342,-17.5,77,Frozen,Normal,PE_Film,71,Medium,Low,Yes
F00408,Coffee Powder,Beverage,2.73,14.41,14.21,4.96,Very_Low,356,25.3,47,Ambient,Normal,Metallized_PET_PE,71,Very_Low,Very_Low,No
F00409,Peanuts,Nuts,5.95,49.06,25.4,6.44,Very_Low,188,24.5,63,Ambient,Long_Distance,Metallized_PET_PE,69,Very_Low,Very_Low,No
F00410,Cheese,Dairy,36.26,33.42,25.96,4.93,Very_Low,62,2.8,77,Chilled,Long_Distance,PA_PE_Vacuum,98,Low,Very_Low,Yes
F00411,Bread,Bakery,36.36,4.23,8.93,5.38,Very_Low,6,24.5,67,Ambient,Long_Distance,LDPE_Bag,55,Medium,Medium,No
F00412,Mango,Fresh Produce,86.4,0.23,0.68,4.03,High,24,9.3,73,Chilled,Refrigerated,Breathable_PE,42,High,High,Yes
F00413,Carrot,Fresh Produce,86.82,0.27,0.84,6.0,High,28,5.6,80,Chilled,Normal,Micro_Perforated_PE,48,High,High,Yes
F00414,Onion,Vegetable,90.53,0.25,0.99,5.5,Low,117,19.2,62,Ambient,Normal,Breathable_PP,63,High,Medium,Yes
F00415,Rice,Grain,11.76,0.53,6.96,6.54,Very_Low,360,24.7,54,Ambient,Normal,HDPE,81,Low,Low,No
F00416,Wheat Flour,Grain,12.26,1.71,13.23,5.8,Very_Low,180,25.0,67,Ambient,Long_Distance,HDPE,81,Low,Low,No
F00417,Ground Coffee,Beverage,3.35,15.22,13.36,5.1,Very_Low,350,24.4,56,Ambient,Long_Distance,High_Barrier_Laminate,88,Very_Low,Very_Low,No
F00418,Butter,Dairy,15.67,78.41,1.21,6.36,Very_Low,132,3.4,85,Chilled,Long_Distance,Aluminum_Foil_Laminate,84,Very_Low,Very_Low,No
F00419,Yogurt,Dairy,85.44,2.84,4.16,4.54,Very_Low,30,4.5,95,Chilled,Long_Distance,PP_Cup_Foil_Lid,54,Medium,Low,Yes
F00420,Fish,Seafood,73.44,5.1,20.21,6.09,Very_Low,5,1.9,81,Chilled,Normal,PA_PE_Vacuum,83,Low,Very_Low,Yes
F00421,Potato Chips,Snacks,2.23,29.29,5.86,6.33,Very_Low,168,24.8,60,Ambient,Normal,Metallized_PET_PE,81,Low,Very_Low,Yes
F00422,Milk Powder,Dairy,3.54,24.91,25.65,6.49,Very_Low,364,25.2,71,Ambient,Normal,Aluminum_Laminate,104,Very_Low,Very_Low,No
F00423,Tomato,Fresh Produce,93.37,0.02,1.03,4.39,High,13,4.3,78,Chilled,Normal,Micro_Perforated_PE,37,High,High,Yes
F00424,Apple,Fresh Produce,88.88,0.13,0.15,3.36,High,60,4.6,82,Chilled,Refrigerated,Micro_Perforated_PE,38,High,High,Yes
F00425,Biscuits,Bakery,3.89,18.39,6.88,7.05,Very_Low,183,25.1,50,Ambient,Normal,BOPP_PE,66,Low,Low,No
F00426,Fresh Chicken,Meat,69.95,8.17,22.45,5.67,Very_Low,5,3.9,86,Chilled,Refrigerated,PA_PE_Vacuum,87,Low,Very_Low,Yes
F00427,Frozen Peas,Frozen Vegetable,80.44,0.46,5.38,6.24,Low,384,-17.1,75,Frozen,Normal,PE_Film,74,Medium,Low,Yes
F00428,Coffee Powder,Beverage,2.58,15.45,13.97,4.99,Very_Low,374,24.8,68,Ambient,Normal,Metallized_PET_PE,87,Very_Low,Very_Low,No
F00429,Peanuts,Nuts,6.03,51.66,24.35,6.78,Very_Low,183,25.2,55,Ambient,Long_Distance,Metallized_PET_PE,82,Very_Low,Very_Low,No
F00430,Cheese,Dairy,38.71,32.72,24.41,5.15,Very_Low,55,4.4,80,Chilled,Refrigerated,PA_PE_Vacuum,89,Low,Very_Low,Yes
F00431,Bread,Bakery,39.01,4.17,8.75,5.4,Very_Low,7,25.2,55,Ambient,Long_Distance,LDPE_Bag,57,Medium,Medium,No
F00432,Mango,Fresh Produce,84.4,0.23,0.76,3.96,High,20,10.0,83,Chilled,Long_Distance,Breathable_PE,35,High,High,Yes
F00433,Carrot,Fresh Produce,88.47,0.14,0.74,6.21,High,32,4.8,89,Chilled,Long_Distance,Micro_Perforated_PE,38,High,High,Yes
F00434,Onion,Vegetable,87.13,0.14,1.12,5.57,Low,115,20.5,56,Ambient,Long_Distance,Breathable_PP,53,High,Medium,Yes
F00435,Rice,Grain,11.86,0.68,6.92,6.34,Very_Low,352,25.3,62,Ambient,Normal,HDPE,81,Low,Low,No
F00436,Wheat Flour,Grain,11.69,1.61,12.97,6.09,Very_Low,188,25.5,66,Ambient,Long_Distance,HDPE,76,Low,Low,No
F00437,Ground Coffee,Beverage,2.97,14.8,13.76,5.13,Very_Low,400,24.7,69,Ambient,Normal,High_Barrier_Laminate,90,Very_Low,Very_Low,No
F00438,Butter,Dairy,15.96,81.08,0.95,6.2,Very_Low,116,4.5,71,Chilled,Long_Distance,Aluminum_Foil_Laminate,92,Very_Low,Very_Low,No
F00439,Yogurt,Dairy,87.49,3.0,3.88,4.56,Very_Low,31,3.7,93,Chilled,Long_Distance,PP_Cup_Foil_Lid,48,Medium,Low,Yes
F00440,Fish,Seafood,75.22,4.83,19.82,6.05,Very_Low,4,1.0,87,Chilled,Normal,PA_PE_Vacuum,98,Low,Very_Low,Yes
F00441,Potato Chips,Snacks,1.68,29.05,5.83,6.14,Very_Low,177,25.1,52,Ambient,Long_Distance,Metallized_PET_PE,82,Low,Very_Low,Yes
F00442,Milk Powder,Dairy,4.51,25.87,25.86,6.47,Very_Low,338,25.0,57,Ambient,Normal,Aluminum_Laminate,100,Very_Low,Very_Low,No
F00443,Tomato,Fresh Produce,94.61,0.22,0.8,4.18,High,13,4.2,75,Chilled,Refrigerated,Micro_Perforated_PE,41,High,High,Yes
F00444,Apple,Fresh Produce,83.99,0.26,0.43,3.48,High,57,5.9,78,Chilled,Long_Distance,Micro_Perforated_PE,42,High,High,Yes
F00445,Biscuits,Bakery,3.93,17.6,6.89,6.99,Very_Low,179,25.2,64,Ambient,Normal,BOPP_PE,59,Low,Low,No
F00446,Fresh Chicken,Meat,74.33,8.0,24.64,5.82,Very_Low,3,2.8,89,Chilled,Normal,PA_PE_Vacuum,97,Low,Very_Low,Yes
F00447,Frozen Peas,Frozen Vegetable,81.33,0.45,5.37,6.14,Low,384,-19.4,77,Frozen,Long_Distance,PE_Film,68,Medium,Low,Yes
F00448,Coffee Powder,Beverage,3.15,15.84,13.82,4.82,Very_Low,366,25.1,65,Ambient,Long_Distance,Metallized_PET_PE,81,Very_Low,Very_Low,No
F00449,Peanuts,Nuts,5.7,51.07,24.63,6.56,Very_Low,193,24.9,57,Ambient,Normal,Metallized_PET_PE,84,Very_Low,Very_Low,No
F00450,Cheese,Dairy,36.33,32.85,25.83,5.23,Very_Low,57,4.7,73,Chilled,Normal,PA_PE_Vacuum,91,Low,Very_Low,Yes
F00451,Bread,Bakery,37.99,3.97,8.9,5.41,Very_Low,7,25.8,61,Ambient,Normal,LDPE_Bag,55,Medium,Medium,No
F00452,Mango,Fresh Produce,84.77,0.46,0.88,3.81,High,21,9.9,95,Chilled,Refrigerated,Breathable_PE,40,High,High,Yes
F00453,Carrot,Fresh Produce,87.47,0.03,0.97,5.9,High,30,5.4,87,Chilled,Long_Distance,Micro_Perforated_PE,39,High,High,Yes
F00454,Onion,Vegetable,88.03,0.15,1.11,5.6,Low,116,19.1,68,Ambient,Normal,Breathable_PP,45,High,Medium,Yes
F00455,Rice,Grain,11.88,0.8,7.29,6.59,Very_Low,373,25.2,55,Ambient,Long_Distance,HDPE,79,Low,Low,No
F00456,Wheat Flour,Grain,11.95,1.44,12.6,6.39,Very_Low,177,26.2,50,Ambient,Long_Distance,HDPE,83,Low,Low,No
F00457,Ground Coffee,Beverage,2.8,14.58,13.95,5.2,Very_Low,349,23.7,60,Ambient,Normal,High_Barrier_Laminate,95,Very_Low,Very_Low,No
F00458,Butter,Dairy,16.61,83.44,1.01,6.45,Very_Low,116,3.9,84,Chilled,Normal,Aluminum_Foil_Laminate,89,Very_Low,Very_Low,No
F00459,Yogurt,Dairy,89.09,3.05,3.86,4.42,Very_Low,31,4.8,92,Chilled,Long_Distance,PP_Cup_Foil_Lid,54,Medium,Low,Yes
F00460,Fish,Seafood,71.51,5.13,19.66,6.22,Very_Low,6,1.7,71,Chilled,Refrigerated,PA_PE_Vacuum,98,Low,Very_Low,Yes
F00461,Potato Chips,Snacks,2.63,31.26,6.08,6.15,Very_Low,178,24.7,50,Ambient,Normal,Metallized_PET_PE,85,Low,Very_Low,Yes
F00462,Milk Powder,Dairy,4.15,25.35,27.7,6.67,Very_Low,354,24.7,59,Ambient,Normal,Aluminum_Laminate,99,Very_Low,Very_Low,No
F00463,Tomato,Fresh Produce,95.97,0.22,0.81,4.43,High,15,4.5,95,Chilled,Normal,Micro_Perforated_PE,41,High,High,Yes
F00464,Apple,Fresh Produce,85.21,0.13,0.55,3.65,High,57,5.2,95,Chilled,Long_Distance,Micro_Perforated_PE,33,High,High,Yes
F00465,Biscuits,Bakery,4.11,18.1,7.11,7.17,Very_Low,185,24.5,70,Ambient,Normal,BOPP_PE,68,Low,Low,No
F00466,Fresh Chicken,Meat,69.15,7.84,23.29,5.72,Very_Low,4,4.4,80,Chilled,Normal,PA_PE_Vacuum,97,Low,Very_Low,Yes
F00467,Frozen Peas,Frozen Vegetable,77.5,0.59,5.47,6.0,Low,375,-18.2,85,Frozen,Normal,PE_Film,74,Medium,Low,Yes
F00468,Coffee Powder,Beverage,3.23,15.23,13.83,5.1,Very_Low,368,24.7,58,Ambient,Long_Distance,Metallized_PET_PE,78,Very_Low,Very_Low,No
F00469,Peanuts,Nuts,6.01,49.69,23.97,6.57,Very_Low,156,24.7,56,Ambient,Normal,Metallized_PET_PE,83,Very_Low,Very_Low,No
F00470,Cheese,Dairy,37.66,32.47,25.12,5.19,Very_Low,64,3.9,73,Chilled,Refrigerated,PA_PE_Vacuum,81,Low,Very_Low,Yes
F00471,Bread,Bakery,39.12,3.97,8.86,5.31,Very_Low,7,24.7,73,Ambient,Long_Distance,LDPE_Bag,59,Medium,Medium,No
F00472,Mango,Fresh Produce,86.54,0.25,0.77,4.05,High,21,10.5,70,Chilled,Normal,Breathable_PE,41,High,High,Yes
F00473,Carrot,Fresh Produce,89.9,0.06,0.78,5.66,High,29,5.5,89,Chilled,Normal,Micro_Perforated_PE,39,High,High,Yes
F00474,Onion,Vegetable,86.25,0.12,1.08,5.45,Low,120,19.2,62,Ambient,Long_Distance,Breathable_PP,48,High,Medium,Yes
F00475,Rice,Grain,12.41,0.54,7.05,6.44,Very_Low,367,25.4,61,Ambient,Long_Distance,HDPE,75,Low,Low,No
F00476,Wheat Flour,Grain,11.86,1.54,12.47,6.12,Very_Low,171,25.5,67,Ambient,Long_Distance,HDPE,78,Low,Low,No
F00477,Ground Coffee,Beverage,3.06,15.13,13.5,5.13,Very_Low,375,24.6,47,Ambient,Long_Distance,High_Barrier_Laminate,89,Very_Low,Very_Low,No
F00478,Butter,Dairy,15.35,80.21,1.12,6.18,Very_Low,122,4.2,72,Chilled,Normal,Aluminum_Foil_Laminate,86,Very_Low,Very_Low,No
F00479,Yogurt,Dairy,87.17,2.91,3.98,4.49,Very_Low,30,4.1,86,Chilled,Long_Distance,PP_Cup_Foil_Lid,52,Medium,Low,Yes
F00480,Fish,Seafood,74.7,4.87,19.25,6.27,Very_Low,6,2.1,78,Chilled,Normal,PA_PE_Vacuum,85,Low,Very_Low,Yes
F00481,Potato Chips,Snacks,1.55,29.3,6.24,6.31,Very_Low,179,25.1,57,Ambient,Normal,Metallized_PET_PE,87,Low,Very_Low,Yes
F00482,Milk Powder,Dairy,4.14,26.52,27.61,6.67,Very_Low,377,24.2,51,Ambient,Long_Distance,Aluminum_Laminate,100,Very_Low,Very_Low,No
F00483,Tomato,Fresh Produce,93.0,0.27,0.89,4.26,High,13,5.0,75,Chilled,Refrigerated,Micro_Perforated_PE,32,High,High,Yes
F00484,Apple,Fresh Produce,86.48,0.31,0.41,3.43,High,59,4.8,72,Chilled,Normal,Micro_Perforated_PE,43,High,High,Yes
F00485,Biscuits,Bakery,4.32,18.69,6.98,6.95,Very_Low,179,25.2,67,Ambient,Long_Distance,BOPP_PE,60,Low,Low,No
F00486,Fresh Chicken,Meat,73.0,7.48,22.69,6.01,Very_Low,5,4.2,95,Chilled,Normal,PA_PE_Vacuum,89,Low,Very_Low,Yes
F00487,Frozen Peas,Frozen Vegetable,77.49,0.4,5.04,6.36,Low,360,-17.7,86,Frozen,Normal,PE_Film,76,Medium,Low,Yes
F00488,Coffee Powder,Beverage,2.84,15.42,14.03,4.69,Very_Low,373,25.5,50,Ambient,Long_Distance,Metallized_PET_PE,82,Very_Low,Very_Low,No
F00489,Peanuts,Nuts,6.3,47.95,23.84,6.48,Very_Low,176,24.5,58,Ambient,Long_Distance,Metallized_PET_PE,82,Very_Low,Very_Low,No
F00490,Cheese,Dairy,35.17,32.5,24.95,5.12,Very_Low,58,3.4,86,Chilled,Normal,PA_PE_Vacuum,99,Low,Very_Low,Yes
F00491,Bread,Bakery,37.08,4.12,8.97,5.37,Very_Low,6,26.0,58,Ambient,Normal,LDPE_Bag,55,Medium,Medium,No
F00492,Mango,Fresh Produce,85.88,0.4,0.79,4.18,High,22,10.1,83,Chilled,Refrigerated,Breathable_PE,31,High,High,Yes
F00493,Carrot,Fresh Produce,85.83,0.1,0.91,5.92,High,31,3.6,78,Chilled,Normal,Micro_Perforated_PE,34,High,High,Yes
F00494,Onion,Vegetable,88.82,0.21,1.02,5.68,Low,115,19.4,64,Ambient,Normal,Breathable_PP,56,High,Medium,Yes
F00495,Rice,Grain,11.9,0.7,6.93,6.3,Very_Low,385,25.5,75,Ambient,Long_Distance,HDPE,91,Low,Low,No
F00496,Wheat Flour,Grain,11.84,1.47,12.79,6.07,Very_Low,172,25.2,62,Ambient,Normal,HDPE,82,Low,Low,No
F00497,Ground Coffee,Beverage,2.53,14.47,14.6,4.96,Very_Low,392,25.0,45,Ambient,Long_Distance,High_Barrier_Laminate,94,Very_Low,Very_Low,No
F00498,Butter,Dairy,15.64,82.44,0.92,6.29,Very_Low,118,3.8,85,Chilled,Long_Distance,Aluminum_Foil_Laminate,83,Very_Low,Very_Low,No
F00499,Yogurt,Dairy,87.49,2.95,4.1,4.44,Very_Low,30,3.2,86,Chilled,Long_Distance,PP_Cup_Foil_Lid,53,Medium,Low,Yes
F00500,Fish,Seafood,74.26,4.91,20.98,6.27,Very_Low,5,1.5,91,Chilled,Long_Distance,PA_PE_Vacuum,104,Low,Very_Low,Yes
F00501,Potato Chips,Snacks,1.43,29.46,6.35,6.23,Very_Low,188,24.5,47,Ambient,Normal,Metallized_PET_PE,74,Low,Very_Low,Yes
F00502,Milk Powder,Dairy,4.03,27.24,26.1,6.78,Very_Low,387,25.3,57,Ambient,Normal,Aluminum_Laminate,105,Very_Low,Very_Low,No
F00503,Tomato,Fresh Produce,93.91,0.22,1.05,4.37,High,15,4.8,73,Chilled,Long_Distance,Micro_Perforated_PE,39,High,High,Yes
F00504,Apple,Fresh Produce,84.37,0.24,0.3,3.41,High,58,4.6,77,Chilled,Refrigerated,Micro_Perforated_PE,45,High,High,Yes
F00505,Biscuits,Bakery,4.49,17.61,6.88,6.85,Very_Low,183,25.0,50,Ambient,Long_Distance,BOPP_PE,56,Low,Low,No
F00506,Fresh Chicken,Meat,70.46,7.97,22.25,5.86,Very_Low,6,3.4,80,Chilled,Refrigerated,PA_PE_Vacuum,87,Low,Very_Low,Yes
F00507,Frozen Peas,Frozen Vegetable,77.49,0.5,5.3,6.31,Low,396,-18.4,90,Frozen,Long_Distance,PE_Film,64,Medium,Low,Yes
F00508,Coffee Powder,Beverage,2.28,15.81,13.45,4.76,Very_Low,367,24.1,53,Ambient,Long_Distance,Metallized_PET_PE,83,Very_Low,Very_Low,No
F00509,Peanuts,Nuts,6.1,52.35,23.53,6.49,Very_Low,180,24.3,50,Ambient,Normal,Metallized_PET_PE,76,Very_Low,Very_Low,No
F00510,Cheese,Dairy,35.33,33.48,24.07,5.18,Very_Low,63,3.3,89,Chilled,Normal,PA_PE_Vacuum,89,Low,Very_Low,Yes
F00511,Bread,Bakery,37.49,3.99,9.43,5.5,Very_Low,8,24.7,65,Ambient,Long_Distance,LDPE_Bag,47,Medium,Medium,No
F00512,Mango,Fresh Produce,83.74,0.32,0.84,3.78,High,21,9.6,80,Chilled,Long_Distance,Breathable_PE,42,High,High,Yes
F00513,Carrot,Fresh Produce,87.22,0.46,1.11,6.04,High,31,4.9,76,Chilled,Normal,Micro_Perforated_PE,39,High,High,Yes
F00514,Onion,Vegetable,88.1,0.04,1.16,5.48,Low,127,20.2,55,Ambient,Normal,Breathable_PP,52,High,Medium,Yes
F00515,Rice,Grain,11.93,0.58,7.31,6.48,Very_Low,395,25.6,56,Ambient,Long_Distance,HDPE,73,Low,Low,No
F00516,Wheat Flour,Grain,12.15,1.61,12.66,6.14,Very_Low,179,25.4,59,Ambient,Long_Distance,HDPE,78,Low,Low,No
F00517,Ground Coffee,Beverage,3.04,14.7,14.11,5.03,Very_Low,392,24.9,65,Ambient,Normal,High_Barrier_Laminate,89,Very_Low,Very_Low,No
F00518,Butter,Dairy,15.97,81.56,0.78,6.16,Very_Low,127,4.6,77,Chilled,Normal,Aluminum_Foil_Laminate,95,Very_Low,Very_Low,No
F00519,Yogurt,Dairy,87.76,2.92,4.01,4.34,Very_Low,27,2.9,86,Chilled,Long_Distance,PP_Cup_Foil_Lid,47,Medium,Low,Yes
F00520,Fish,Seafood,80.21,5.01,19.56,5.96,Very_Low,4,2.6,90,Chilled,Normal,PA_PE_Vacuum,83,Low,Very_Low,Yes
F00521,Potato Chips,Snacks,1.94,31.06,6.11,5.96,Very_Low,182,24.8,49,Ambient,Long_Distance,Metallized_PET_PE,82,Low,Very_Low,Yes
F00522,Milk Powder,Dairy,3.88,25.03,25.9,6.67,Very_Low,366,24.5,58,Ambient,Normal,Aluminum_Laminate,99,Very_Low,Very_Low,No
F00523,Tomato,Fresh Produce,92.25,0.07,0.74,4.38,High,15,5.9,91,Chilled,Refrigerated,Micro_Perforated_PE,46,High,High,Yes
F00524,Apple,Fresh Produce,83.59,0.3,0.19,3.63,High,62,5.7,85,Chilled,Normal,Micro_Perforated_PE,36,High,High,Yes
F00525,Biscuits,Bakery,4.56,18.67,7.15,7.12,Very_Low,186,25.2,67,Ambient,Normal,BOPP_PE,53,Low,Low,No
F00526,Fresh Chicken,Meat,71.14,7.98,23.45,5.88,Very_Low,6,3.4,84,Chilled,Refrigerated,PA_PE_Vacuum,87,Low,Very_Low,Yes
