Food_ID,Commodity,Category,Moisture_pct,Fat_pct,Protein_pct,pH,Respiration_Rate,Shelf_Life_Days,Storage_Temperature_C,Relative_Humidity_pct,Storage_Type,Transportation,Recommended_Packaging,Film_Thickness_um,OTR_Class,WVTR_Class,MAP_Suitable,raw_moisture_pct,is_flagged,flag_reason
F02628,Ground Coffee,Beverage,1.34,14.51,13.02,5.33,Very_Low,368,23.0,54.81,Ambient,Normal,High_Barrier_Laminate,95,Very_Low,Very_Low,No,1.34,False,
F02629,Yogurt,Dairy,86.68,1.71,3.71,4.13,Very_Low,36,4.5,82.7,Chilled,Long_Distance,PP_Cup_Foil_Lid,47,Medium,Low,Yes,86.68,False,
F02630,Apple,Fresh Produce,89.49,0.2,0.51,3.54,High,59,4.5,72.21,Chilled,Long_Distance,Micro_Perforated_PE,31,High,High,Yes,89.49,False,
F02631,Onion,Vegetable,86.12,0.81,1.25,5.64,Low,105,20.4,59.92,Ambient,Long_Distance,Breathable_PP,42,High,Medium,Yes,86.12,False,
F02632,Onion,Vegetable,86.49,0.0,1.39,5.49,Low,133,20.9,46.53,Ambient,Normal,Breathable_PP,39,High,Medium,Yes,86.49,False,
F02633,Coffee Powder,Beverage,1.89,15.24,13.56,4.91,Very_Low,393,24.3,59.26,Ambient,Long_Distance,Metallized_PET_PE,79,Very_Low,Very_Low,No,1.89,False,
F02634,Fresh Chicken,Meat,71.73,6.29,22.69,5.77,Very_Low,22,5.8,84.04,Chilled,Normal,PA_PE_Vacuum,96,Low,Very_Low,Yes,71.73,True,Proximate sum > 100%; 
F02635,Peanuts,Nuts,7.23,47.55,24.89,6.38,Very_Low,167,23.8,64.71,Ambient,Long_Distance,Metallized_PET_PE,76,Very_Low,Very_Low,No,7.23,False,
F02636,Coffee Powder,Beverage,4.1,14.44,14.44,4.71,Very_Low,331,25.7,71.06,Ambient,Normal,Metallized_PET_PE,77,Very_Low,Very_Low,No,4.1,False,
F02637,Peanuts,Nuts,7.62,49.41,25.33,6.38,Very_Low,185,24.4,75.04,Ambient,Long_Distance,Metallized_PET_PE,71,Very_Low,Very_Low,No,7.62,False,
F02638,Potato Chips,Snacks,0.63,30.33,5.48,6.05,Very_Low,189,25.1,63.13,Ambient,Normal,Metallized_PET_PE,70,Low,Very_Low,Yes,0.63,False,
F02639,Tomato,Fresh Produce,96.98,2.0,2.11,4.32,High,21,4.9,93.65,Chilled,Normal,Micro_Perforated_PE,39,High,High,Yes,96.98,True,Proximate sum > 100%; 
F02640,Peanuts,Nuts,1.75,48.45,26.5,6.52,Very_Low,174,23.1,64.49,Ambient,Long_Distance,Metallized_PET_PE,69,Very_Low,Very_Low,No,1.75,False,
F02641,Apple,Fresh Produce,91.69,1.08,0.19,3.61,High,61,4.0,75.94,Chilled,Long_Distance,Micro_Perforated_PE,50,High,High,Yes,91.69,False,
F02642,Cheese,Dairy,38.33,32.79,23.34,5.24,Very_Low,56,3.6,91.53,Chilled,Long_Distance,PA_PE_Vacuum,82,Low,Very_Low,Yes,38.33,False,
F02643,Onion,Vegetable,91.36,0.97,0.78,5.69,Low,115,20.3,53.89,Ambient,Normal,Breathable_PP,59,High,Medium,Yes,91.36,False,
F02644,Fresh Chicken,Meat,75.37,5.94,23.27,5.99,Very_Low,1,6.0,84.28,Chilled,Normal,PA_PE_Vacuum,104,Low,Very_Low,Yes,75.37,True,Proximate sum > 100%; 
F02645,Frozen Peas,Frozen Vegetable,80.21,0.25,5.77,6.02,Low,375,-18.8,81.82,Frozen,Long_Distance,PE_Film,71,Medium,Low,Yes,80.21,False,
F02646,Peanuts,Nuts,5.05,49.2,25.04,6.68,Very_Low,188,24.5,62.68,Ambient,Normal,Metallized_PET_PE,79,Very_Low,Very_Low,No,5.05,False,
F02647,Carrot,Fresh Produce,90.87,0.7,1.27,5.92,High,25,3.9,83.63,Chilled,Refrigerated,Micro_Perforated_PE,38,High,High,Yes,90.87,False,
F02648,Mango,Fresh Produce,86.65,1.73,1.0,3.88,High,24,8.9,72.31,Chilled,Refrigerated,Breathable_PE,34,High,High,Yes,86.65,False,
F02649,Mango,Fresh Produce,85.12,0.0,0.5,4.21,High,26,9.2,83.09,Chilled,Refrigerated,Breathable_PE,31,High,High,Yes,85.12,False,
F02650,Coffee Powder,Beverage,4.94,15.46,14.11,4.98,Very_Low,409,23.6,69.49,Ambient,Normal,Metallized_PET_PE,90,Very_Low,Very_Low,No,4.94,False,
F02651,Apple,Fresh Produce,88.28,0.0,0.74,3.54,High,70,4.7,69.91,Chilled,Normal,Micro_Perforated_PE,40,High,High,Yes,88.28,False,
F02652,Cheese,Dairy,37.78,32.5,24.66,5.26,Very_Low,57,4.0,79.87,Chilled,Refrigerated,PA_PE_Vacuum,90,Low,Very_Low,Yes,37.78,False,
F02653,Biscuits,Bakery,3.81,17.89,6.49,7.08,Very_Low,195,24.7,70.32,Ambient,Normal,BOPP_PE,62,Low,Low,No,3.81,False,
F02654,Fish,Seafood,79.37,5.89,19.73,5.99,Very_Low,14,2.8,90.18,Chilled,Normal,PA_PE_Vacuum,83,Low,Very_Low,Yes,79.37,True,Proximate sum > 100%; 
F02655,Bread,Bakery,35.11,4.74,9.48,5.65,Very_Low,12,24.8,59.65,Ambient,Long_Distance,LDPE_Bag,48,Medium,Medium,No,35.11,False,
F02656,Bread,Bakery,39.18,4.1,9.22,5.61,Very_Low,1,24.3,59.09,Ambient,Normal,LDPE_Bag,56,Medium,Medium,No,39.18,False,
F02657,Yogurt,Dairy,85.43,0.76,3.78,4.28,Very_Low,33,4.4,94.09,Chilled,Long_Distance,PP_Cup_Foil_Lid,60,Medium,Low,Yes,85.43,False,
F02658,Frozen Peas,Frozen Vegetable,78.93,1.0,4.94,5.93,Low,386,-18.9,80.0,Frozen,Long_Distance,PE_Film,67,Medium,Low,Yes,78.93,False,
F02659,Peanuts,Nuts,3.09,49.78,25.34,6.64,Very_Low,198,24.9,57.96,Ambient,Normal,Metallized_PET_PE,84,Very_Low,Very_Low,No,3.09,False,
F02660,Fish,Seafood,69.17,6.0,20.15,6.24,Very_Low,7,2.8,79.66,Chilled,Normal,PA_PE_Vacuum,92,Low,Very_Low,Yes,69.17,False,
F02661,Carrot,Fresh Produce,83.8,1.41,0.99,5.99,High,31,4.9,82.68,Chilled,Refrigerated,Micro_Perforated_PE,34,High,High,Yes,83.8,False,
F02662,Butter,Dairy,17.95,81.2,1.24,6.31,Very_Low,129,3.5,83.46,Chilled,Long_Distance,Aluminum_Foil_Laminate,99,Very_Low,Very_Low,No,17.95,True,Proximate sum > 100%; 
F02663,Yogurt,Dairy,85.9,3.63,3.68,4.58,Very_Low,19,3.3,89.46,Chilled,Refrigerated,PP_Cup_Foil_Lid,45,Medium,Low,Yes,85.9,False,
F02664,Wheat Flour,Grain,11.47,2.05,13.01,6.05,Very_Low,188,24.5,63.24,Ambient,Normal,HDPE,89,Low,Low,No,11.47,False,
F02665,Frozen Peas,Frozen Vegetable,77.07,0.88,5.86,6.27,Low,358,-17.4,92.28,Frozen,Long_Distance,PE_Film,67,Medium,Low,Yes,77.07,False,
F02666,Ground Coffee,Beverage,2.29,16.07,14.1,4.99,Very_Low,331,25.4,66.17,Ambient,Long_Distance,High_Barrier_Laminate,94,Very_Low,Very_Low,No,2.29,False,
F02667,Onion,Vegetable,90.08,0.68,1.36,5.49,Low,113,19.5,58.12,Ambient,Normal,Breathable_PP,55,High,Medium,Yes,90.08,False,
F02668,Fresh Chicken,Meat,72.18,9.28,23.91,6.03,Very_Low,1,3.6,84.03,Chilled,Normal,PA_PE_Vacuum,97,Low,Very_Low,Yes,72.18,True,Proximate sum > 100%; 
F02669,Rice,Grain,11.83,0.24,7.06,6.57,Very_Low,381,25.1,55.69,Ambient,Long_Distance,HDPE,81,Low,Low,No,11.83,False,
F02670,Potato Chips,Snacks,2.64,30.13,6.36,5.97,Very_Low,183,24.2,49.91,Ambient,Long_Distance,Metallized_PET_PE,80,Low,Very_Low,Yes,2.64,False,
F02671,Ground Coffee,Beverage,2.26,14.91,12.05,5.06,Very_Low,375,24.3,51.18,Ambient,Normal,High_Barrier_Laminate,93,Very_Low,Very_Low,No,2.26,False,
F02672,Wheat Flour,Grain,14.35,0.0,12.14,5.96,Very_Low,182,24.5,57.03,Ambient,Long_Distance,HDPE,83,Low,Low,No,14.35,False,
F02673,Fresh Chicken,Meat,68.73,8.88,21.99,5.7,Very_Low,1,3.7,93.64,Chilled,Refrigerated,PA_PE_Vacuum,89,Low,Very_Low,Yes,68.73,False,
F02674,Onion,Vegetable,85.57,0.8,1.38,5.4,Low,111,19.5,52.66,Ambient,Long_Distance,Breathable_PP,45,High,Medium,Yes,85.57,False,
F02675,Potato Chips,Snacks,2.13,27.06,6.31,6.15,Very_Low,193,24.9,46.69,Ambient,Normal,Metallized_PET_PE,73,Low,Very_Low,Yes,2.13,False,
F02676,Ground Coffee,Beverage,6.6,14.68,14.73,5.09,Very_Low,364,25.6,48.54,Ambient,Normal,High_Barrier_Laminate,90,Very_Low,Very_Low,No,6.6,False,
F02677,Fresh Chicken,Meat,74.01,9.43,21.92,5.84,Very_Low,1,5.0,82.42,Chilled,Refrigerated,PA_PE_Vacuum,100,Low,Very_Low,Yes,74.01,True,Proximate sum > 100%; 
F02678,Apple,Fresh Produce,84.74,0.0,0.7,3.62,High,67,4.7,74.57,Chilled,Normal,Micro_Perforated_PE,40,High,High,Yes,84.74,False,
F02679,Rice,Grain,13.79,0.93,8.05,6.59,Very_Low,355,25.3,55.92,Ambient,Long_Distance,HDPE,77,Low,Low,No,13.79,False,
F02680,Coffee Powder,Beverage,3.67,13.76,13.34,4.89,Very_Low,409,24.6,43.4,Ambient,Normal,Metallized_PET_PE,84,Very_Low,Very_Low,No,3.67,False,
F02681,Potato Chips,Snacks,4.14,29.04,6.36,6.37,Very_Low,174,24.9,49.66,Ambient,Normal,Metallized_PET_PE,73,Low,Very_Low,Yes,4.14,False,
F02682,Mango,Fresh Produce,81.99,2.62,0.79,4.06,High,21,9.5,86.31,Chilled,Long_Distance,Breathable_PE,41,High,High,Yes,81.99,False,
F02683,Onion,Vegetable,90.79,0.22,1.36,5.42,Low,127,20.8,72.61,Ambient,Normal,Breathable_PP,39,High,Medium,Yes,90.79,False,
F02684,Butter,Dairy,13.6,80.64,1.67,6.13,Very_Low,122,2.9,85.3,Chilled,Refrigerated,Aluminum_Foil_Laminate,94,Very_Low,Very_Low,No,13.6,False,
F02685,Frozen Peas,Frozen Vegetable,77.63,0.39,5.58,6.3,Low,378,-18.7,85.16,Frozen,Normal,PE_Film,74,Medium,Low,Yes,77.63,False,
F02686,Fresh Chicken,Meat,73.35,6.41,23.9,5.67,Very_Low,13,4.5,76.58,Chilled,Normal,PA_PE_Vacuum,79,Low,Very_Low,Yes,73.35,True,Proximate sum > 100%; 
F02687,Bread,Bakery,38.82,2.93,8.5,5.53,Very_Low,12,24.9,56.34,Ambient,Normal,LDPE_Bag,51,Medium,Medium,No,38.82,False,
F02688,Peanuts,Nuts,8.24,50.9,25.7,6.45,Very_Low,188,25.0,64.18,Ambient,Normal,Metallized_PET_PE,76,Very_Low,Very_Low,No,8.24,False,
F02689,Potato Chips,Snacks,0.0,30.05,6.8,6.18,Very_Low,177,23.9,82.25,Ambient,Normal,Metallized_PET_PE,84,Low,Very_Low,Yes,0.0,False,
F02690,Milk Powder,Dairy,4.01,25.58,25.15,6.72,Very_Low,373,24.1,72.4,Ambient,Long_Distance,Aluminum_Laminate,111,Very_Low,Very_Low,No,4.01,False,
F02691,Yogurt,Dairy,90.82,3.06,3.74,4.37,Very_Low,28,5.7,95.55,Chilled,Long_Distance,PP_Cup_Foil_Lid,49,Medium,Low,Yes,90.82,False,
F02692,Onion,Vegetable,90.83,0.93,1.5,5.39,Low,115,19.5,54.46,Ambient,Long_Distance,Breathable_PP,52,High,Medium,Yes,90.83,False,
F02693,Mango,Fresh Produce,79.84,0.87,1.14,3.74,High,18,8.9,80.24,Chilled,Long_Distance,Breathable_PE,44,High,High,Yes,79.84,False,
F02694,Potato Chips,Snacks,3.46,28.97,5.39,5.93,Very_Low,189,25.2,56.72,Ambient,Normal,Metallized_PET_PE,80,Low,Very_Low,Yes,3.46,False,
F02695,Coffee Powder,Beverage,1.47,13.14,13.3,5.03,Very_Low,378,25.5,51.72,Ambient,Long_Distance,Metallized_PET_PE,88,Very_Low,Very_Low,No,1.47,False,
F02696,Peanuts,Nuts,4.28,50.76,24.3,6.37,Very_Low,154,24.5,56.25,Ambient,Normal,Metallized_PET_PE,75,Very_Low,Very_Low,No,4.28,False,
F02697,Cheese,Dairy,36.72,33.4,25.62,5.21,Very_Low,54,3.8,75.22,Chilled,Refrigerated,PA_PE_Vacuum,86,Low,Very_Low,Yes,36.72,False,
F02698,Mango,Fresh Produce,79.56,1.07,1.31,3.96,High,17,10.0,91.08,Chilled,Refrigerated,Breathable_PE,37,High,High,Yes,79.56,False,
F02699,Cheese,Dairy,37.54,32.06,25.78,5.1,Very_Low,60,2.9,82.2,Chilled,Long_Distance,PA_PE_Vacuum,92,Low,Very_Low,Yes,37.54,False,
F02700,Mango,Fresh Produce,81.73,0.23,1.27,4.1,High,28,8.7,81.69,Chilled,Refrigerated,Breathable_PE,41,High,High,Yes,81.73,False,
F02701,Carrot,Fresh Produce,85.04,0.0,0.15,5.98,High,44,5.5,83.29,Chilled,Long_Distance,Micro_Perforated_PE,39,High,High,Yes,85.04,False,
F02702,Onion,Vegetable,85.46,0.0,1.48,5.54,Low,108,20.8,54.65,Ambient,Long_Distance,Breathable_PP,50,High,Medium,Yes,85.46,False,
F02703,Wheat Flour,Grain,9.95,2.38,13.55,6.09,Very_Low,197,24.8,55.04,Ambient,Normal,HDPE,77,Low,Low,No,9.95,False,
F02704,Milk Powder,Dairy,4.15,26.58,23.99,6.56,Very_Low,391,26.0,66.37,Ambient,Normal,Aluminum_Laminate,105,Very_Low,Very_Low,No,4.15,False,
F02705,Milk Powder,Dairy,4.69,25.61,25.8,6.62,Very_Low,352,24.7,61.14,Ambient,Long_Distance,Aluminum_Laminate,98,Very_Low,Very_Low,No,4.69,False,
F02706,Biscuits,Bakery,4.09,20.12,6.15,6.89,Very_Low,175,26.0,67.49,Ambient,Long_Distance,BOPP_PE,51,Low,Low,No,4.09,False,
F02707,Potato Chips,Snacks,2.58,29.98,5.69,6.21,Very_Low,191,24.6,82.94,Ambient,Normal,Metallized_PET_PE,83,Low,Very_Low,Yes,2.58,False,
F02708,Peanuts,Nuts,8.9,48.32,24.14,6.23,Very_Low,172,25.9,46.09,Ambient,Normal,Metallized_PET_PE,81,Very_Low,Very_Low,No,8.9,False,
F02709,Wheat Flour,Grain,12.6,3.11,12.45,6.02,Very_Low,175,24.2,78.85,Ambient,Long_Distance,HDPE,78,Low,Low,No,12.6,False,
F02710,Butter,Dairy,17.84,81.17,0.68,6.14,Very_Low,129,3.4,75.34,Chilled,Normal,Aluminum_Foil_Laminate,88,Very_Low,Very_Low,No,17.84,False,
F02711,Frozen Peas,Frozen Vegetable,77.49,0.83,5.39,5.81,Low,375,-19.2,73.26,Frozen,Normal,PE_Film,75,Medium,Low,Yes,77.49,False,
F02712,Onion,Vegetable,90.18,0.0,1.14,5.61,Low,135,20.7,36.74,Ambient,Long_Distance,Breathable_PP,54,High,Medium,Yes,90.18,False,
F02713,Cheese,Dairy,35.08,36.35,24.41,5.22,Very_Low,54,4.9,94.05,Chilled,Normal,PA_PE_Vacuum,77,Low,Very_Low,Yes,35.08,False,
F02714,Bread,Bakery,39.68,4.53,8.37,5.49,Very_Low,9,25.8,62.47,Ambient,Normal,LDPE_Bag,47,Medium,Medium,No,39.68,False,
F02715,Cheese,Dairy,33.49,31.38,25.59,5.42,Very_Low,58,3.7,82.97,Chilled,Refrigerated,PA_PE_Vacuum,87,Low,Very_Low,Yes,33.49,False,
F02716,Milk Powder,Dairy,3.92,27.61,25.43,6.97,Very_Low,362,24.3,57.65,Ambient,Normal,Aluminum_Laminate,91,Very_Low,Very_Low,No,3.92,False,
F02717,Tomato,Fresh Produce,92.09,0.0,0.58,4.26,High,14,6.2,89.27,Chilled,Long_Distance,Micro_Perforated_PE,45,High,High,Yes,92.09,False,
F02718,Onion,Vegetable,91.33,1.08,1.04,5.32,Low,121,19.2,62.57,Ambient,Long_Distance,Breathable_PP,54,High,Medium,Yes,91.33,False,
F02719,Fresh Chicken,Meat,74.68,6.89,23.48,5.9,Very_Low,5,5.1,96.34,Chilled,Refrigerated,PA_PE_Vacuum,94,Low,Very_Low,Yes,74.68,True,Proximate sum > 100%; 
F02720,Frozen Peas,Frozen Vegetable,77.43,0.89,5.49,6.14,Low,386,-19.2,78.3,Frozen,Long_Distance,PE_Film,65,Medium,Low,Yes,77.43,False,
F02721,Coffee Powder,Beverage,6.38,15.49,13.82,4.92,Very_Low,370,24.6,68.29,Ambient,Normal,Metallized_PET_PE,86,Very_Low,Very_Low,No,6.38,False,
F02722,Ground Coffee,Beverage,2.59,13.69,15.4,5.1,Very_Low,373,26.0,62.33,Ambient,Normal,High_Barrier_Laminate,90,Very_Low,Very_Low,No,2.59,False,
F02723,Rice,Grain,9.53,0.93,6.43,6.59,Very_Low,318,24.7,56.61,Ambient,Normal,HDPE,83,Low,Low,No,9.53,False,
F02724,Peanuts,Nuts,4.67,51.55,25.44,6.63,Very_Low,155,25.6,59.8,Ambient,Long_Distance,Metallized_PET_PE,80,Very_Low,Very_Low,No,4.67,False,
F02725,Onion,Vegetable,86.43,0.0,0.9,5.28,Low,125,19.7,71.26,Ambient,Long_Distance,Breathable_PP,48,High,Medium,Yes,86.43,False,
F02726,Ground Coffee,Beverage,4.27,13.27,13.79,5.07,Very_Low,349,24.9,59.35,Ambient,Long_Distance,High_Barrier_Laminate,90,Very_Low,Very_Low,No,4.27,False,
F02727,Tomato,Fresh Produce,92.1,0.86,0.96,4.38,High,14,4.4,94.11,Chilled,Normal,Micro_Perforated_PE,44,High,High,Yes,92.1,False,
F02728,Carrot,Fresh Produce,88.74,0.6,1.12,6.05,High,36,5.5,93.33,Chilled,Long_Distance,Micro_Perforated_PE,46,High,High,Yes,88.74,False,
F02729,Wheat Flour,Grain,12.76,1.57,12.29,6.09,Very_Low,180,25.1,50.44,Ambient,Long_Distance,HDPE,79,Low,Low,No,12.76,False,
F02730,Coffee Powder,Beverage,3.43,14.83,13.19,4.88,Very_Low,399,25.7,59.34,Ambient,Long_Distance,Metallized_PET_PE,79,Very_Low,Very_Low,No,3.43,False,
F02731,Bread,Bakery,38.62,3.41,9.57,5.52,Very_Low,9,24.8,53.47,Ambient,Normal,LDPE_Bag,52,Medium,Medium,No,38.62,False,
F02732,Bread,Bakery,38.79,6.56,8.34,5.63,Very_Low,7,24.8,46.66,Ambient,Normal,LDPE_Bag,56,Medium,Medium,No,38.79,False,
F02733,Tomato,Fresh Produce,93.41,0.0,0.75,4.25,High,13,5.1,88.99,Chilled,Long_Distance,Micro_Perforated_PE,54,High,High,Yes,93.41,False,
F02734,Frozen Peas,Frozen Vegetable,77.18,0.0,5.18,6.35,Low,349,-17.9,71.39,Frozen,Long_Distance,PE_Film,76,Medium,Low,Yes,77.18,False,
F02735,Yogurt,Dairy,88.35,3.11,3.41,4.42,Very_Low,36,3.9,92.3,Chilled,Long_Distance,PP_Cup_Foil_Lid,54,Medium,Low,Yes,88.35,False,
F02736,Coffee Powder,Beverage,4.04,14.63,12.75,4.89,Very_Low,399,25.3,59.75,Ambient,Long_Distance,Metallized_PET_PE,79,Very_Low,Very_Low,No,4.04,False,
F02737,Coffee Powder,Beverage,3.19,14.51,14.72,4.94,Very_Low,411,24.3,69.59,Ambient,Normal,Metallized_PET_PE,89,Very_Low,Very_Low,No,3.19,False,
F02738,Fish,Seafood,75.74,7.05,20.07,6.28,Very_Low,1,1.9,77.03,Chilled,Long_Distance,PA_PE_Vacuum,99,Low,Very_Low,Yes,75.74,True,Proximate sum > 100%; 
F02739,Milk Powder,Dairy,2.5,24.24,26.39,6.51,Very_Low,396,26.1,80.89,Ambient,Long_Distance,Aluminum_Laminate,100,Very_Low,Very_Low,No,2.5,False,
F02740,Cheese,Dairy,38.1,33.46,25.89,4.89,Very_Low,61,3.3,76.92,Chilled,Long_Distance,PA_PE_Vacuum,97,Low,Very_Low,Yes,38.1,False,
F02741,Rice,Grain,7.45,0.0,6.62,6.31,Very_Low,366,26.3,54.06,Ambient,Normal,HDPE,76,Low,Low,No,7.45,False,
F02742,Rice,Grain,12.19,0.03,7.07,6.43,Very_Low,406,25.8,56.64,Ambient,Long_Distance,HDPE,74,Low,Low,No,12.19,False,
F02743,Bread,Bakery,38.99,5.83,8.9,5.62,Very_Low,9,24.4,63.96,Ambient,Long_Distance,LDPE_Bag,48,Medium,Medium,No,38.99,False,
F02744,Peanuts,Nuts,8.41,49.95,24.5,6.35,Very_Low,186,22.9,58.64,Ambient,Normal,Metallized_PET_PE,72,Very_Low,Very_Low,No,8.41,False,
F02745,Onion,Vegetable,90.3,0.33,1.4,5.46,Low,118,21.1,51.07,Ambient,Normal,Breathable_PP,56,High,Medium,Yes,90.3,False,
F02746,Onion,Vegetable,84.15,0.0,0.3,5.49,Low,122,18.5,61.42,Ambient,Normal,Breathable_PP,48,High,Medium,Yes,84.15,False,
F02747,Bread,Bakery,42.35,3.59,9.72,5.36,Very_Low,14,26.4,58.31,Ambient,Long_Distance,LDPE_Bag,42,Medium,Medium,No,42.35,False,
F02748,Butter,Dairy,15.16,80.97,0.23,6.16,Very_Low,112,4.5,94.38,Chilled,Normal,Aluminum_Foil_Laminate,92,Very_Low,Very_Low,No,15.16,False,
F02749,Onion,Vegetable,87.54,0.82,1.29,5.44,Low,117,21.1,52.47,Ambient,Long_Distance,Breathable_PP,49,High,Medium,Yes,87.54,False,
F02750,Wheat Flour,Grain,9.98,1.24,13.38,6.37,Very_Low,177,25.0,51.49,Ambient,Long_Distance,HDPE,83,Low,Low,No,9.98,False,
F02751,Frozen Peas,Frozen Vegetable,73.04,0.72,5.79,6.13,Low,380,-18.4,86.91,Frozen,Long_Distance,PE_Film,65,Medium,Low,Yes,73.04,False,
F02752,Peanuts,Nuts,6.85,50.15,24.99,6.46,Very_Low,186,25.0,65.44,Ambient,Long_Distance,Metallized_PET_PE,86,Very_Low,Very_Low,No,6.85,False,
F02753,Milk Powder,Dairy,4.85,26.07,25.97,6.93,Very_Low,366,24.6,55.67,Ambient,Normal,Aluminum_Laminate,92,Very_Low,Very_Low,No,4.85,False,
F02754,Bread,Bakery,38.88,3.82,8.69,5.44,Very_Low,13,24.5,61.59,Ambient,Long_Distance,LDPE_Bag,54,Medium,Medium,No,38.88,False,
F02755,Cheese,Dairy,35.34,35.12,25.89,5.33,Very_Low,54,4.4,87.12,Chilled,Refrigerated,PA_PE_Vacuum,89,Low,Very_Low,Yes,35.34,False,
F02756,Biscuits,Bakery,1.5,18.56,6.15,7.13,Very_Low,180,25.4,47.16,Ambient,Long_Distance,BOPP_PE,53,Low,Low,No,1.5,False,
F02757,Peanuts,Nuts,3.55,46.04,26.58,6.43,Very_Low,159,24.2,55.81,Ambient,Normal,Metallized_PET_PE,78,Very_Low,Very_Low,No,3.55,False,
F02758,Rice,Grain,11.15,1.11,8.04,6.49,Very_Low,391,25.0,43.65,Ambient,Long_Distance,HDPE,77,Low,Low,No,11.15,False,
F02759,Coffee Powder,Beverage,1.25,16.59,13.4,4.95,Very_Low,391,24.8,72.12,Ambient,Long_Distance,Metallized_PET_PE,84,Very_Low,Very_Low,No,1.25,False,
F02760,Frozen Peas,Frozen Vegetable,72.96,0.0,5.44,6.15,Low,372,-17.4,87.2,Frozen,Normal,PE_Film,72,Medium,Low,Yes,72.96,False,
F02761,Onion,Vegetable,95.15,0.0,1.41,5.46,Low,114,19.6,44.27,Ambient,Long_Distance,Breathable_PP,54,High,Medium,Yes,95.15,False,
F02762,Milk Powder,Dairy,1.34,28.16,25.42,6.66,Very_Low,359,25.7,75.97,Ambient,Long_Distance,Aluminum_Laminate,95,Very_Low,Very_Low,No,1.34,False,
F02763,Peanuts,Nuts,7.72,48.92,24.37,6.57,Very_Low,197,25.6,45.1,Ambient,Long_Distance,Metallized_PET_PE,77,Very_Low,Very_Low,No,7.72,False,
F02764,Mango,Fresh Produce,87.16,0.21,0.55,4.04,High,37,9.7,84.29,Chilled,Long_Distance,Breathable_PE,39,High,High,Yes,87.16,False,
F02765,Carrot,Fresh Produce,89.94,0.0,2.1,6.04,High,40,4.3,72.79,Chilled,Normal,Micro_Perforated_PE,49,High,High,Yes,89.94,False,
F02766,Tomato,Fresh Produce,100.0,1.28,1.44,4.05,High,16,4.9,72.62,Chilled,Long_Distance,Micro_Perforated_PE,33,High,High,Yes,100.0,True,Proximate sum > 100%; 
F02767,Apple,Fresh Produce,85.06,0.08,0.33,3.36,High,58,4.7,75.81,Chilled,Long_Distance,Micro_Perforated_PE,35,High,High,Yes,85.06,False,
F02768,Rice,Grain,14.08,0.0,7.56,6.41,Very_Low,338,23.9,60.29,Ambient,Normal,HDPE,76,Low,Low,No,14.08,False,
F02769,Rice,Grain,11.08,0.0,7.5,6.45,Very_Low,394,25.0,59.15,Ambient,Normal,HDPE,76,Low,Low,No,11.08,False,
F02770,Biscuits,Bakery,8.69,17.03,7.16,6.96,Very_Low,179,25.9,65.15,Ambient,Normal,BOPP_PE,61,Low,Low,No,8.69,False,
F02771,Carrot,Fresh Produce,82.99,0.0,0.47,5.95,High,21,4.2,95.95,Chilled,Refrigerated,Micro_Perforated_PE,38,High,High,Yes,82.99,False,
F02772,Carrot,Fresh Produce,84.17,0.0,1.46,6.16,High,30,3.0,80.64,Chilled,Refrigerated,Micro_Perforated_PE,43,High,High,Yes,84.17,False,
F02773,Tomato,Fresh Produce,95.31,2.77,0.62,4.44,High,12,4.3,76.44,Chilled,Long_Distance,Micro_Perforated_PE,45,High,High,Yes,95.31,False,
F02774,Milk Powder,Dairy,3.53,26.36,26.62,6.6,Very_Low,397,25.3,56.69,Ambient,Long_Distance,Aluminum_Laminate,97,Very_Low,Very_Low,No,3.53,False,
F02775,Yogurt,Dairy,87.17,0.31,4.07,4.55,Very_Low,40,2.8,80.09,Chilled,Long_Distance,PP_Cup_Foil_Lid,47,Medium,Low,Yes,87.17,False,
F02776,Ground Coffee,Beverage,1.36,14.57,13.97,4.84,Very_Low,366,25.6,52.52,Ambient,Normal,High_Barrier_Laminate,93,Very_Low,Very_Low,No,1.36,False,
F02777,Apple,Fresh Produce,88.43,0.14,0.52,3.71,High,53,4.9,83.95,Chilled,Long_Distance,Micro_Perforated_PE,32,High,High,Yes,88.43,False,
F02778,Apple,Fresh Produce,77.54,0.0,0.79,3.5,High,59,4.9,93.61,Chilled,Normal,Micro_Perforated_PE,51,High,High,Yes,77.54,False,
F02779,Biscuits,Bakery,4.22,19.04,6.31,7.21,Very_Low,190,25.1,59.39,Ambient,Normal,BOPP_PE,67,Low,Low,No,4.22,False,
F02780,Wheat Flour,Grain,14.11,0.0,13.49,6.17,Very_Low,188,25.0,58.04,Ambient,Long_Distance,HDPE,76,Low,Low,No,14.11,False,
F02781,Mango,Fresh Produce,90.59,1.33,0.52,4.01,High,25,9.6,76.35,Chilled,Normal,Breathable_PE,39,High,High,Yes,90.59,False,
F02782,Mango,Fresh Produce,85.06,2.02,0.86,4.03,High,14,10.4,92.65,Chilled,Refrigerated,Breathable_PE,47,High,High,Yes,85.06,False,
F02783,Wheat Flour,Grain,11.52,4.0,14.18,6.0,Very_Low,195,24.9,57.09,Ambient,Long_Distance,HDPE,82,Low,Low,No,11.52,False,
F02784,Mango,Fresh Produce,83.22,0.0,0.39,3.92,High,20,10.5,90.55,Chilled,Long_Distance,Breathable_PE,37,High,High,Yes,83.22,False,
